id,name,category,amount,signup_date
656,Customer 656,South,20,2024-01-15
657,Customer 657,east,"1,000",2024-01-15
658,Customer 658,unknown,-999999,31/02/2024
659,Customer 659,east,"1,000",2024-01-15
660,Customer 660,unknown,-999999,2024-01-15
661,Customer 661,South,"1,000",2024-01-15
662,Customer 662,east,"1,000",2024-01-15
663,  Customer 663  ,North,-999999,2024-01-15
664,Customer 664,unknown,10,2024-01-15
665,Customer 665,unknown,N/A,31/02/2024
666,Customer 666,North,N/A,2024-01-15
667,Customer 667,unknown,"1,000",2024-01-15
668,Customer 668,east,-999999,2024-01-15
669,Customer 669,South,10,2024-01-15
670,Customer 670,east,"1,000",2024-01-15
671,Customer 671,unknown,N/A,2024-01-15
672,Customer 672,EAST,20,31/02/2024
673,Customer 673,South,20,2024-01-15
674,Customer 674,South,N/A,2024-01-15
675,Customer 675,West,-999999,2024-01-15
676,  Customer 676  ,North,"1,000",2024-01-15
677,Customer 677,West,"1,000",2024-01-15
678,Customer 678,South,"1,000",2024-01-15
679,Customer 679,east,-999999,31/02/2024
680,Customer 680,EAST,N/A,2024-01-15
681,Customer 681,east,N/A,2024-01-15
682,Customer 682,South,-999999,2024-01-15
683,Customer 683,east,-999999,2024-01-15
684,Customer 684,EAST,"1,000",2024-01-15
685,Customer 685,east,20,2024-01-15
686,Customer 686,West,20,31/02/2024
687,Customer 687,unknown,20,2024-01-15
688,Customer 688,unknown,"1,000",2024-01-15
689,  Customer 689  ,West,-999999,2024-01-15
690,Customer 690,North,20,2024-01-15
691,Customer 691,east,"1,000",2024-01-15
692,Customer 692,unknown,"1,000",2024-01-15
693,Customer 693,unknown,20,31/02/2024
694,Customer 694,east,20,2024-01-15
695,Customer 695,EAST,"1,000",2024-01-15
696,Customer 696,east,-999999,2024-01-15
697,Customer 697,South,10,2024-01-15
698,Customer 698,unknown,20,2024-01-15
699,Customer 699,South,N/A,2024-01-15
700,Customer 700,unknown,10,31/02/2024
701,Customer 701,unknown,"1,000",2024-01-15
702,  Customer 702  ,West,10,2024-01-15
703,Customer 703,unknown,20,2024-01-15
704,Customer 704,South,10,2024-01-15
705,Customer 705,South,"1,000",2024-01-15
706,Customer 706,West,"1,000",2024-01-15
707,Customer 707,EAST,N/A,31/02/2024
708,Customer 708,North,N/A,2024-01-15
709,Customer 709,east,10,2024-01-15
710,Customer 710,South,"1,000",2024-01-15
711,Customer 711,unknown,10,2024-01-15
712,Customer 712,east,20,2024-01-15
713,Customer 713,east,N/A,2024-01-15
714,Customer 714,unknown,"1,000",31/02/2024
715,  Customer 715  ,EAST,"1,000",2024-01-15
716,Customer 716,North,10,2024-01-15
717,Customer 717,east,N/A,2024-01-15
718,Customer 718,North,20,2024-01-15
719,Customer 719,South,N/A,2024-01-15
720,Customer 720,North,"1,000",2024-01-15
721,Customer 721,North,N/A,31/02/2024
722,Customer 722,unknown,10,2024-01-15
723,Customer 723,east,10,2024-01-15
724,Customer 724,South,N/A,2024-01-15
725,Customer 725,West,N/A,2024-01-15
726,Customer 726,east,10,2024-01-15
727,Customer 727,North,10,2024-01-15
728,  Customer 728  ,EAST,20,31/02/2024
729,Customer 729,unknown,N/A,2024-01-15
730,Customer 730,North,20,2024-01-15
731,Customer 731,east,N/A,2024-01-15
732,Customer 732,West,10,2024-01-15
733,Customer 733,North,N/A,2024-01-15
734,Customer 734,unknown,N/A,2024-01-15
735,Customer 735,West,20,31/02/2024
736,Customer 736,EAST,N/A,2024-01-15
737,Customer 737,unknown,10,2024-01-15
738,Customer 738,West,"1,000",2024-01-15
739,Customer 739,EAST,"1,000",2024-01-15
740,Customer 740,EAST,"1,000",2024-01-15
741,  Customer 741  ,EAST,"1,000",2024-01-15
742,Customer 742,South,N/A,31/02/2024
743,Customer 743,West,N/A,2024-01-15
744,Customer 744,North,20,2024-01-15
745,Customer 745,West,"1,000",2024-01-15
746,Customer 746,South,10,2024-01-15
747,Customer 747,South,20,2024-01-15
748,Customer 748,east,-999999,2024-01-15
749,Customer 749,North,"1,000",31/02/2024
750,Customer 750,West,N/A,2024-01-15
751,Customer 751,West,N/A,2024-01-15
752,Customer 752,EAST,N/A,2024-01-15
753,Customer 753,EAST,20,2024-01-15
754,  Customer 754  ,unknown,10,2024-01-15
755,Customer 755,North,N/A,2024-01-15
756,Customer 756,east,"1,000",31/02/2024
757,Customer 757,West,"1,000",2024-01-15
758,Customer 758,unknown,"1,000",2024-01-15
759,Customer 759,North,"1,000",2024-01-15
760,Customer 760,east,"1,000",2024-01-15
761,Customer 761,unknown,-999999,2024-01-15
762,Customer 762,South,20,2024-01-15
763,Customer 763,West,10,31/02/2024
764,Customer 764,unknown,20,2024-01-15
765,Customer 765,EAST,20,2024-01-15
766,Customer 766,east,N/A,2024-01-15
767,  Customer 767  ,South,N/A,2024-01-15
768,Customer 768,EAST,20,2024-01-15
769,Customer 769,EAST,-999999,2024-01-15
770,Customer 770,West,10,31/02/2024
771,Customer 771,east,20,2024-01-15
772,Customer 772,unknown,N/A,2024-01-15
773,Customer 773,North,"1,000",2024-01-15
774,Customer 774,North,"1,000",2024-01-15
775,Customer 775,EAST,20,2024-01-15
776,Customer 776,North,"1,000",2024-01-15
777,Customer 777,North,-999999,31/02/2024
778,Customer 778,West,-999999,2024-01-15
779,Customer 779,east,-999999,2024-01-15
780,  Customer 780  ,EAST,N/A,2024-01-15
781,Customer 781,West,-999999,2024-01-15
782,Customer 782,North,-999999,2024-01-15
783,Customer 783,EAST,10,2024-01-15
784,Customer 784,unknown,10,31/02/2024
785,Customer 785,North,10,2024-01-15
786,Customer 786,West,10,2024-01-15
787,Customer 787,West,20,2024-01-15
788,Customer 788,east,"1,000",2024-01-15
789,Customer 789,east,"1,000",2024-01-15
790,Customer 790,unknown,"1,000",2024-01-15
791,Customer 791,EAST,N/A,31/02/2024
792,Customer 792,West,20,2024-01-15
793,  Customer 793  ,North,20,2024-01-15
794,Customer 794,east,"1,000",2024-01-15
795,Customer 795,North,20,2024-01-15
796,Customer 796,unknown,10,2024-01-15
797,Customer 797,EAST,N/A,2024-01-15
798,Customer 798,east,N/A,31/02/2024
799,Customer 799,West,10,2024-01-15
800,Customer 800,EAST,-999999,2024-01-15
801,Customer 801,east,-999999,2024-01-15
802,Customer 802,east,N/A,2024-01-15
803,Customer 803,unknown,-999999,2024-01-15
804,Customer 804,unknown,20,2024-01-15
805,Customer 805,West,"1,000",31/02/2024
806,  Customer 806  ,North,20,2024-01-15
807,Customer 807,unknown,N/A,2024-01-15
808,Customer 808,West,10,2024-01-15
809,Customer 809,West,20,2024-01-15
810,Customer 810,east,-999999,2024-01-15
811,Customer 811,West,10,2024-01-15
812,Customer 812,EAST,10,31/02/2024
813,Customer 813,EAST,20,2024-01-15
814,Customer 814,EAST,20,2024-01-15
815,Customer 815,North,20,2024-01-15
816,Customer 816,east,20,2024-01-15
817,Customer 817,unknown,N/A,2024-01-15
818,Customer 818,unknown,20,2024-01-15
819,  Customer 819  ,unknown,-999999,31/02/2024
820,Customer 820,east,-999999,2024-01-15
821,Customer 821,unknown,-999999,2024-01-15
822,Customer 822,EAST,20,2024-01-15
823,Customer 823,EAST,-999999,2024-01-15
824,Customer 824,North,"1,000",2024-01-15
825,Customer 825,EAST,"1,000",2024-01-15
826,Customer 826,South,N/A,31/02/2024
827,Customer 827,North,20,2024-01-15
828,Customer 828,EAST,-999999,2024-01-15
829,Customer 829,North,10,2024-01-15
830,Customer 830,South,10,2024-01-15
831,Customer 831,EAST,-999999,2024-01-15
832,  Customer 832  ,east,"1,000",2024-01-15
833,Customer 833,South,20,31/02/2024
834,Customer 834,North,"1,000",2024-01-15
835,Customer 835,North,N/A,2024-01-15
836,Customer 836,EAST,-999999,2024-01-15
837,Customer 837,West,20,2024-01-15
838,Customer 838,North,-999999,2024-01-15
839,Customer 839,South,"1,000",2024-01-15
840,Customer 840,South,-999999,31/02/2024
841,Customer 841,east,20,2024-01-15
842,Customer 842,North,20,2024-01-15
843,Customer 843,West,"1,000",2024-01-15
844,Customer 844,South,20,2024-01-15
845,  Customer 845  ,West,-999999,2024-01-15
846,Customer 846,West,10,2024-01-15
847,Customer 847,EAST,20,31/02/2024
848,Customer 848,North,20,2024-01-15
849,Customer 849,unknown,"1,000",2024-01-15
850,Customer 850,unknown,20,2024-01-15
851,Customer 851,unknown,"1,000",2024-01-15
852,Customer 852,unknown,"1,000",2024-01-15
853,Customer 853,North,"1,000",2024-01-15
854,Customer 854,EAST,20,31/02/2024
855,Customer 855,North,-999999,2024-01-15
856,Customer 856,unknown,"1,000",2024-01-15
857,Customer 857,EAST,10,2024-01-15
858,  Customer 858  ,West,10,2024-01-15
859,Customer 859,unknown,10,2024-01-15
860,Customer 860,North,-999999,2024-01-15
861,Customer 861,South,"1,000",31/02/2024
862,Customer 862,North,10,2024-01-15
863,Customer 863,EAST,N/A,2024-01-15
864,Customer 864,unknown,N/A,2024-01-15
865,Customer 865,South,-999999,2024-01-15
866,Customer 866,South,"1,000",2024-01-15
867,Customer 867,unknown,"1,000",2024-01-15
868,Customer 868,West,N/A,31/02/2024
869,Customer 869,West,-999999,2024-01-15
870,Customer 870,West,-999999,2024-01-15
871,  Customer 871  ,unknown,20,2024-01-15
872,Customer 872,unknown,-999999,2024-01-15
873,Customer 873,South,-999999,2024-01-15
874,Customer 874,east,-999999,2024-01-15
875,Customer 875,South,N/A,31/02/2024
876,Customer 876,West,N/A,2024-01-15
877,Customer 877,South,N/A,2024-01-15
878,Customer 878,North,"1,000",2024-01-15
879,Customer 879,east,N/A,2024-01-15
880,Customer 880,east,20,2024-01-15
881,Customer 881,east,N/A,2024-01-15
882,Customer 882,EAST,N/A,31/02/2024
883,Customer 883,West,N/A,2024-01-15
884,  Customer 884  ,North,-999999,2024-01-15
885,Customer 885,South,20,2024-01-15
886,Customer 886,South,N/A,2024-01-15
887,Customer 887,North,20,2024-01-15
888,Customer 888,West,"1,000",2024-01-15
889,Customer 889,South,"1,000",31/02/2024
890,Customer 890,EAST,"1,000",2024-01-15
891,Customer 891,West,20,2024-01-15
892,Customer 892,West,20,2024-01-15
893,Customer 893,EAST,-999999,2024-01-15
894,Customer 894,North,20,2024-01-15
895,Customer 895,South,10,2024-01-15
896,Customer 896,North,10,31/02/2024
897,  Customer 897  ,EAST,-999999,2024-01-15
898,Customer 898,unknown,-999999,2024-01-15
899,Customer 899,West,20,2024-01-15
900,Customer 900,South,"1,000",2024-01-15
901,Customer 901,West,"1,000",2024-01-15
902,Customer 902,South,10,2024-01-15
903,Customer 903,South,-999999,31/02/2024
904,Customer 904,South,N/A,2024-01-15
905,Customer 905,east,-999999,2024-01-15
906,Customer 906,South,20,2024-01-15
907,Customer 907,unknown,N/A,2024-01-15
908,Customer 908,east,20,2024-01-15
909,Customer 909,West,-999999,2024-01-15
910,  Customer 910  ,North,N/A,31/02/2024
911,Customer 911,east,"1,000",2024-01-15
912,Customer 912,unknown,20,2024-01-15
913,Customer 913,North,-999999,2024-01-15
914,Customer 914,West,N/A,2024-01-15
915,Customer 915,North,"1,000",2024-01-15
916,Customer 916,east,"1,000",2024-01-15
917,Customer 917,east,-999999,31/02/2024
918,Customer 918,North,"1,000",2024-01-15
919,Customer 919,east,10,2024-01-15
920,Customer 920,South,20,2024-01-15
921,Customer 921,North,10,2024-01-15
922,Customer 922,unknown,-999999,2024-01-15
923,  Customer 923  ,South,"1,000",2024-01-15
924,Customer 924,West,20,31/02/2024
925,Customer 925,EAST,"1,000",2024-01-15
926,Customer 926,unknown,10,2024-01-15
927,Customer 927,EAST,20,2024-01-15
928,Customer 928,South,"1,000",2024-01-15
929,Customer 929,east,"1,000",2024-01-15
930,Customer 930,unknown,10,2024-01-15
931,Customer 931,South,10,31/02/2024
932,Customer 932,EAST,"1,000",2024-01-15
933,Customer 933,West,-999999,2024-01-15
934,Customer 934,South,"1,000",2024-01-15
935,Customer 935,North,N/A,2024-01-15
936,  Customer 936  ,unknown,20,2024-01-15
937,Customer 937,West,"1,000",2024-01-15
938,Customer 938,EAST,20,31/02/2024
939,Customer 939,unknown,N/A,2024-01-15
940,Customer 940,EAST,-999999,2024-01-15
941,Customer 941,EAST,N/A,2024-01-15
942,Customer 942,unknown,10,2024-01-15
943,Customer 943,South,20,2024-01-15
944,Customer 944,North,"1,000",2024-01-15
945,Customer 945,North,-999999,31/02/2024
946,Customer 946,South,-999999,2024-01-15
947,Customer 947,unknown,-999999,2024-01-15
948,Customer 948,east,"1,000",2024-01-15
949,  Customer 949  ,North,20,2024-01-15
950,Customer 950,unknown,10,2024-01-15
951,Customer 951,EAST,10,2024-01-15
952,Customer 952,South,-999999,31/02/2024
953,Customer 953,West,20,2024-01-15
954,Customer 954,South,"1,000",2024-01-15
955,Customer 955,EAST,"1,000",2024-01-15
956,Customer 956,east,"1,000",2024-01-15
957,Customer 957,South,20,2024-01-15
958,Customer 958,unknown,N/A,2024-01-15
959,Customer 959,North,"1,000",31/02/2024
960,Customer 960,North,N/A,2024-01-15
961,Customer 961,North,-999999,2024-01-15
962,  Customer 962  ,South,"1,000",2024-01-15
963,Customer 963,east,20,2024-01-15
964,Customer 964,North,-999999,2024-01-15
965,Customer 965,West,"1,000",2024-01-15
966,Customer 966,West,10,31/02/2024
967,Customer 967,North,-999999,2024-01-15
968,Customer 968,West,-999999,2024-01-15
969,Customer 969,unknown,"1,000",2024-01-15
970,Customer 970,EAST,N/A,2024-01-15
971,Customer 971,east,N/A,2024-01-15
972,Customer 972,North,-999999,2024-01-15
973,Customer 973,EAST,"1,000",31/02/2024
974,Customer 974,EAST,10,2024-01-15
975,  Customer 975  ,West,N/A,2024-01-15
976,Customer 976,South,N/A,2024-01-15
977,Customer 977,West,"1,000",2024-01-15
978,Customer 978,east,"1,000",2024-01-15
979,Customer 979,West,10,2024-01-15
980,Customer 980,EAST,N/A,31/02/2024
981,Customer 981,West,-999999,2024-01-15
982,Customer 982,West,10,2024-01-15
983,Customer 983,North,"1,000",2024-01-15
984,Customer 984,West,10,2024-01-15
985,Customer 985,North,"1,000",2024-01-15
986,Customer 986,east,10,2024-01-15
987,Customer 987,east,N/A,31/02/2024
988,  Customer 988  ,North,"1,000",2024-01-15
989,Customer 989,West,N/A,2024-01-15
990,Customer 990,EAST,10,2024-01-15
991,Customer 991,West,10,2024-01-15
992,Customer 992,east,-999999,2024-01-15
993,Customer 993,West,"1,000",2024-01-15
994,Customer 994,South,10,31/02/2024
995,Customer 995,east,N/A,2024-01-15
996,Customer 996,South,20,2024-01-15
997,Customer 997,South,"1,000",2024-01-15
998,Customer 998,North,"1,000",2024-01-15
999,Customer 999,east,-999999,2024-01-15
999,Customer 1000,EAST,"1,000",2024-01-15
1001,  Customer 1001  ,east,N/A,31/02/2024
1002,Customer 1002,West,N/A,2024-01-15
1003,Customer 1003,North,N/A,2024-01-15
1004,Customer 1004,unknown,10,2024-01-15
1005,Customer 1005,east,20,2024-01-15
1006,Customer 1006,West,-999999,2024-01-15
1007,Customer 1007,West,N/A,2024-01-15
1008,Customer 1008,North,"1,000",31/02/2024
1009,Customer 1009,unknown,10,2024-01-15
1010,Customer 1010,east,20,2024-01-15
1011,Customer 1011,North,-999999,2024-01-15
1012,Customer 1012,east,20,2024-01-15
1013,Customer 1013,unknown,"1,000",2024-01-15
1014,  Customer 1014  ,South,N/A,2024-01-15
1015,Customer 1015,North,20,31/02/2024
1016,Customer 1016,unknown,N/A,2024-01-15
1017,Customer 1017,North,-999999,2024-01-15
1018,Customer 1018,east,"1,000",2024-01-15
1019,Customer 1019,West,20,2024-01-15
1020,Customer 1020,West,10,2024-01-15
1021,Customer 1021,east,N/A,2024-01-15
1022,Customer 1022,West,N/A,31/02/2024
1023,Customer 1023,North,20,2024-01-15
1024,Customer 1024,east,-999999,2024-01-15
1025,Customer 1025,North,10,2024-01-15
1026,Customer 1026,EAST,N/A,2024-01-15
1027,  Customer 1027  ,West,20,2024-01-15
1028,Customer 1028,unknown,10,2024-01-15
1029,Customer 1029,unknown,"1,000",31/02/2024
1030,Customer 1030,EAST,"1,000",2024-01-15
1031,Customer 1031,South,20,2024-01-15
1032,Customer 1032,North,20,2024-01-15
1033,Customer 1033,South,"1,000",2024-01-15
1034,Customer 1034,West,"1,000",2024-01-15
1035,Customer 1035,unknown,10,2024-01-15
1036,Customer 1036,EAST,N/A,31/02/2024
1037,Customer 1037,North,20,2024-01-15
1038,Customer 1038,EAST,N/A,2024-01-15
1039,Customer 1039,West,N/A,2024-01-15
1040,  Customer 1040  ,South,N/A,2024-01-15
1041,Customer 1041,North,10,2024-01-15
1042,Customer 1042,North,-999999,2024-01-15
1043,Customer 1043,east,20,31/02/2024
1044,Customer 1044,North,"1,000",2024-01-15
1045,Customer 1045,South,10,2024-01-15
1046,Customer 1046,West,10,2024-01-15
1047,Customer 1047,North,20,2024-01-15
1048,Customer 1048,South,"1,000",2024-01-15
1049,Customer 1049,EAST,20,2024-01-15
1050,Customer 1050,South,N/A,31/02/2024
1051,Customer 1051,West,-999999,2024-01-15
1052,Customer 1052,east,N/A,2024-01-15
1053,  Customer 1053  ,unknown,-999999,2024-01-15
1054,Customer 1054,South,10,2024-01-15
1055,Customer 1055,South,"1,000",2024-01-15
1056,Customer 1056,unknown,20,2024-01-15
1057,Customer 1057,east,"1,000",31/02/2024
1058,Customer 1058,EAST,"1,000",2024-01-15
1059,Customer 1059,EAST,"1,000",2024-01-15
1060,Customer 1060,North,N/A,2024-01-15
1061,Customer 1061,North,-999999,2024-01-15
1062,Customer 1062,unknown,10,2024-01-15
1063,Customer 1063,unknown,"1,000",2024-01-15
1064,Customer 1064,EAST,"1,000",31/02/2024
1065,Customer 1065,east,"1,000",2024-01-15
1066,  Customer 1066  ,North,N/A,2024-01-15
1067,Customer 1067,South,-999999,2024-01-15
1068,Customer 1068,EAST,"1,000",2024-01-15
1069,Customer 1069,West,"1,000",2024-01-15
1070,Customer 1070,West,"1,000",2024-01-15
1071,Customer 1071,West,-999999,31/02/2024
1072,Customer 1072,EAST,"1,000",2024-01-15
1073,Customer 1073,EAST,"1,000",2024-01-15
1074,Customer 1074,east,20,2024-01-15
1075,Customer 1075,east,"1,000",2024-01-15
1076,Customer 1076,EAST,"1,000",2024-01-15
1077,Customer 1077,West,"1,000",2024-01-15
1078,Customer 1078,east,N/A,31/02/2024
1079,  Customer 1079  ,North,N/A,2024-01-15
1080,Customer 1080,North,"1,000",2024-01-15
1081,Customer 1081,EAST,-999999,2024-01-15
1082,Customer 1082,South,N/A,2024-01-15
1083,Customer 1083,EAST,"1,000",2024-01-15
1084,Customer 1084,unknown,20,2024-01-15
1085,Customer 1085,east,-999999,31/02/2024
1086,Customer 1086,EAST,20,2024-01-15
1087,Customer 1087,North,-999999,2024-01-15
1088,Customer 1088,east,10,2024-01-15
1089,Customer 1089,east,10,2024-01-15
1090,Customer 1090,unknown,"1,000",2024-01-15
1091,Customer 1091,east,10,2024-01-15
1092,  Customer 1092  ,North,-999999,31/02/2024
1093,Customer 1093,east,N/A,2024-01-15
1094,Customer 1094,West,N/A,2024-01-15
1095,Customer 1095,South,10,2024-01-15
1096,Customer 1096,east,10,2024-01-15
1097,Customer 1097,unknown,10,2024-01-15
1098,Customer 1098,South,10,2024-01-15
1099,Customer 1099,EAST,N/A,31/02/2024
1100,Customer 1100,east,"1,000",2024-01-15
1101,Customer 1101,North,20,2024-01-15
1102,Customer 1102,West,20,2024-01-15
1103,Customer 1103,unknown,"1,000",2024-01-15
1104,Customer 1104,east,N/A,2024-01-15
1105,  Customer 1105  ,EAST,N/A,2024-01-15
1106,Customer 1106,West,-999999,31/02/2024
1107,Customer 1107,North,-999999,2024-01-15
1108,Customer 1108,EAST,20,2024-01-15
1109,Customer 1109,West,20,2024-01-15
1110,Customer 1110,West,10,2024-01-15
1111,Customer 1111,unknown,20,2024-01-15
1112,Customer 1112,South,20,2024-01-15
1113,Customer 1113,EAST,-999999,31/02/2024
1114,Customer 1114,West,20,2024-01-15
1115,Customer 1115,unknown,20,2024-01-15
1116,Customer 1116,unknown,N/A,2024-01-15
1117,Customer 1117,North,N/A,2024-01-15
1118,  Customer 1118  ,EAST,N/A,2024-01-15
1119,Customer 1119,South,-999999,2024-01-15
1120,Customer 1120,North,20,31/02/2024
1121,Customer 1121,EAST,N/A,2024-01-15
1122,Customer 1122,east,"1,000",2024-01-15
1123,Customer 1123,EAST,"1,000",2024-01-15
1124,Customer 1124,West,N/A,2024-01-15
1125,Customer 1125,West,10,2024-01-15
1126,Customer 1126,West,N/A,2024-01-15
1127,Customer 1127,EAST,N/A,31/02/2024
1128,Customer 1128,east,10,2024-01-15
1129,Customer 1129,unknown,10,2024-01-15
1130,Customer 1130,North,-999999,2024-01-15
1131,  Customer 1131  ,South,"1,000",2024-01-15
1132,Customer 1132,unknown,"1,000",2024-01-15
1133,Customer 1133,EAST,N/A,2024-01-15
1134,Customer 1134,South,N/A,31/02/2024
1135,Customer 1135,North,10,2024-01-15
1136,Customer 1136,West,"1,000",2024-01-15
1137,Customer 1137,West,"1,000",2024-01-15
1138,Customer 1138,South,20,2024-01-15
1139,Customer 1139,North,N/A,2024-01-15
1140,Customer 1140,South,10,2024-01-15
1141,Customer 1141,unknown,10,31/02/2024
1142,Customer 1142,EAST,10,2024-01-15
